month,total_posts,topic,cluster_label,cluster_n,post_count,share_all_posts
2021-03-01,255,8,"Economic strain and career pressure
Career precarity and exit",689,6,0.023529411764705882
2021-04-01,294,8,"Economic strain and career pressure
Career precarity and exit",689,9,0.030612244897959183
2021-05-01,344,8,"Economic strain and career pressure
Career precarity and exit",689,7,0.020348837209302327
2021-06-01,372,8,"Economic strain and career pressure
Career precarity and exit",689,10,0.026881720430107527
2021-07-01,350,8,"Economic strain and career pressure
Career precarity and exit",689,11,0.03142857142857143
2021-08-01,422,8,"Economic strain and career pressure
Career precarity and exit",689,11,0.026066350710900472
2021-09-01,669,8,"Economic strain and career pressure
Career precarity and exit",689,10,0.014947683109118086
2021-10-01,2962,8,"Economic strain and career pressure
Career precarity and exit",689,24,0.008102633355840648
2021-11-01,5872,8,"Economic strain and career pressure
Career precarity and exit",689,44,0.007493188010899182
2021-12-01,6998,8,"Economic strain and career pressure
Career precarity and exit",689,58,0.008288082309231209
2022-01-01,6485,8,"Economic strain and career pressure
Career precarity and exit",689,47,0.0072474942174248266
2022-02-01,3253,8,"Economic strain and career pressure
Career precarity and exit",689,19,0.005840762373193975
2022-03-01,4033,8,"Economic strain and career pressure
Career precarity and exit",689,22,0.005454996280684354
2022-04-01,3996,8,"Economic strain and career pressure
Career precarity and exit",689,27,0.006756756756756757
2022-05-01,2851,8,"Economic strain and career pressure
Career precarity and exit",689,20,0.00701508242721852
2022-06-01,2821,8,"Economic strain and career pressure
Career precarity and exit",689,22,0.0077986529599432825
2022-07-01,3669,8,"Economic strain and career pressure
Career precarity and exit",689,20,0.005451076587626056
2022-08-01,3667,8,"Economic strain and career pressure
Career precarity and exit",689,24,0.00654485955822198
2022-09-01,2547,8,"Economic strain and career pressure
Career precarity and exit",689,14,0.005496662740478995
2022-10-01,2289,8,"Economic strain and career pressure
Career precarity and exit",689,5,0.00218435998252512
2022-11-01,2049,8,"Economic strain and career pressure
Career precarity and exit",689,6,0.0029282576866764276
2022-12-01,2276,8,"Economic strain and career pressure
Career precarity and exit",689,12,0.005272407732864675
2023-01-01,2242,8,"Economic strain and career pressure
Career precarity and exit",689,16,0.007136485280999108
2023-02-01,1970,8,"Economic strain and career pressure
Career precarity and exit",689,13,0.006598984771573604
2023-03-01,2059,8,"Economic strain and career pressure
Career precarity and exit",689,12,0.005828071879553181
2023-04-01,1626,8,"Economic strain and career pressure
Career precarity and exit",689,12,0.007380073800738007
2023-05-01,1931,8,"Economic strain and career pressure
Career precarity and exit",689,10,0.005178663904712584
2023-06-01,1311,8,"Economic strain and career pressure
Career precarity and exit",689,5,0.0038138825324180014
2023-07-01,2747,8,"Economic strain and career pressure
Career precarity and exit",689,19,0.00691663633054241
2023-08-01,3114,8,"Economic strain and career pressure
Career precarity and exit",689,24,0.007707129094412331
2023-09-01,2070,8,"Economic strain and career pressure
Career precarity and exit",689,20,0.00966183574879227
2023-10-01,1746,8,"Economic strain and career pressure
Career precarity and exit",689,13,0.0074455899198167235
2023-11-01,1558,8,"Economic strain and career pressure
Career precarity and exit",689,9,0.005776636713735558
2023-12-01,1548,8,"Economic strain and career pressure
Career precarity and exit",689,9,0.005813953488372093
2024-01-01,1526,8,"Economic strain and career pressure
Career precarity and exit",689,14,0.009174311926605505
2024-02-01,1372,8,"Economic strain and career pressure
Career precarity and exit",689,9,0.006559766763848397
2024-03-01,1313,8,"Economic strain and career pressure
Career precarity and exit",689,12,0.00913937547600914
2024-04-01,1174,8,"Economic strain and career pressure
Career precarity and exit",689,8,0.0068143100511073255
2024-05-01,1247,8,"Economic strain and career pressure
Career precarity and exit",689,5,0.00400962309542903
2024-06-01,1192,8,"Economic strain and career pressure
Career precarity and exit",689,7,0.00587248322147651
2024-07-01,1123,8,"Economic strain and career pressure
Career precarity and exit",689,7,0.006233303650934996
2024-08-01,1059,8,"Economic strain and career pressure
Career precarity and exit",689,7,0.0066100094428706326
2024-09-01,909,8,"Economic strain and career pressure
Career precarity and exit",689,4,0.0044004400440044
2024-10-01,936,8,"Economic strain and career pressure
Career precarity and exit",689,5,0.005341880341880342
2024-11-01,841,8,"Economic strain and career pressure
Career precarity and exit",689,5,0.005945303210463734
2024-12-01,722,8,"Economic strain and career pressure
Career precarity and exit",689,4,0.00554016620498615
2025-01-01,807,8,"Economic strain and career pressure
Career precarity and exit",689,8,0.009913258983890954
2025-02-01,637,8,"Economic strain and career pressure
Career precarity and exit",689,4,0.006279434850863423
2021-03-01,255,9,"Notice periods and resignation
Career precarity and exit",664,1,0.00392156862745098
2021-04-01,294,9,"Notice periods and resignation
Career precarity and exit",664,1,0.003401360544217687
2021-05-01,344,9,"Notice periods and resignation
Career precarity and exit",664,1,0.0029069767441860465
2021-06-01,372,9,"Notice periods and resignation
Career precarity and exit",664,3,0.008064516129032258
2021-07-01,350,9,"Notice periods and resignation
Career precarity and exit",664,3,0.008571428571428572
2021-08-01,422,9,"Notice periods and resignation
Career precarity and exit",664,0,0.0
2021-09-01,669,9,"Notice periods and resignation
Career precarity and exit",664,1,0.0014947683109118087
2021-10-01,2962,9,"Notice periods and resignation
Career precarity and exit",664,14,0.004726536124240378
2021-11-01,5872,9,"Notice periods and resignation
Career precarity and exit",664,24,0.004087193460490463
2021-12-01,6998,9,"Notice periods and resignation
Career precarity and exit",664,37,0.005287224921406116
2022-01-01,6485,9,"Notice periods and resignation
Career precarity and exit",664,36,0.005551272166538165
2022-02-01,3253,9,"Notice periods and resignation
Career precarity and exit",664,18,0.005533353827236397
2022-03-01,4033,9,"Notice periods and resignation
Career precarity and exit",664,31,0.007686585668237045
2022-04-01,3996,9,"Notice periods and resignation
Career precarity and exit",664,29,0.007257257257257258
2022-05-01,2851,9,"Notice periods and resignation
Career precarity and exit",664,22,0.007716590669940372
2022-06-01,2821,9,"Notice periods and resignation
Career precarity and exit",664,16,0.005671747607231478
2022-07-01,3669,9,"Notice periods and resignation
Career precarity and exit",664,27,0.007358953393295176
2022-08-01,3667,9,"Notice periods and resignation
Career precarity and exit",664,28,0.00763566948459231
2022-09-01,2547,9,"Notice periods and resignation
Career precarity and exit",664,20,0.007852375343541421
2022-10-01,2289,9,"Notice periods and resignation
Career precarity and exit",664,18,0.007863695937090432
2022-11-01,2049,9,"Notice periods and resignation
Career precarity and exit",664,13,0.00634455832113226
2022-12-01,2276,9,"Notice periods and resignation
Career precarity and exit",664,19,0.008347978910369069
2023-01-01,2242,9,"Notice periods and resignation
Career precarity and exit",664,21,0.00936663693131133
2023-02-01,1970,9,"Notice periods and resignation
Career precarity and exit",664,13,0.006598984771573604
2023-03-01,2059,9,"Notice periods and resignation
Career precarity and exit",664,18,0.008742107819329771
2023-04-01,1626,9,"Notice periods and resignation
Career precarity and exit",664,15,0.00922509225092251
2023-05-01,1931,9,"Notice periods and resignation
Career precarity and exit",664,22,0.011393060590367685
2023-06-01,1311,9,"Notice periods and resignation
Career precarity and exit",664,15,0.011441647597254004
2023-07-01,2747,9,"Notice periods and resignation
Career precarity and exit",664,24,0.008736803785948308
2023-08-01,3114,9,"Notice periods and resignation
Career precarity and exit",664,29,0.009312780989081566
2023-09-01,2070,9,"Notice periods and resignation
Career precarity and exit",664,15,0.007246376811594203
2023-10-01,1746,9,"Notice periods and resignation
Career precarity and exit",664,10,0.0057273768613974796
2023-11-01,1558,9,"Notice periods and resignation
Career precarity and exit",664,6,0.0038510911424903724
2023-12-01,1548,9,"Notice periods and resignation
Career precarity and exit",664,13,0.008397932816537468
2024-01-01,1526,9,"Notice periods and resignation
Career precarity and exit",664,16,0.010484927916120577
2024-02-01,1372,9,"Notice periods and resignation
Career precarity and exit",664,13,0.009475218658892129
2024-03-01,1313,9,"Notice periods and resignation
Career precarity and exit",664,3,0.002284843869002285
2024-04-01,1174,9,"Notice periods and resignation
Career precarity and exit",664,5,0.004258943781942078
2024-05-01,1247,9,"Notice periods and resignation
Career precarity and exit",664,6,0.0048115477145148355
2024-06-01,1192,9,"Notice periods and resignation
Career precarity and exit",664,7,0.00587248322147651
2024-07-01,1123,9,"Notice periods and resignation
Career precarity and exit",664,8,0.007123775601068566
2024-08-01,1059,9,"Notice periods and resignation
Career precarity and exit",664,11,0.010387157695939566
2024-09-01,909,9,"Notice periods and resignation
Career precarity and exit",664,4,0.0044004400440044
2024-10-01,936,9,"Notice periods and resignation
Career precarity and exit",664,6,0.00641025641025641
2024-11-01,841,9,"Notice periods and resignation
Career precarity and exit",664,8,0.009512485136741973
2024-12-01,722,9,"Notice periods and resignation
Career precarity and exit",664,3,0.004155124653739612
2025-01-01,807,9,"Notice periods and resignation
Career precarity and exit",664,8,0.009913258983890954
2025-02-01,637,9,"Notice periods and resignation
Career precarity and exit",664,3,0.004709576138147566
2021-03-01,255,10,"Scheduling and availability
Scheduling hours and time off",661,3,0.011764705882352941
2021-04-01,294,10,"Scheduling and availability
Scheduling hours and time off",661,1,0.003401360544217687
2021-05-01,344,10,"Scheduling and availability
Scheduling hours and time off",661,0,0.0
2021-06-01,372,10,"Scheduling and availability
Scheduling hours and time off",661,0,0.0
2021-07-01,350,10,"Scheduling and availability
Scheduling hours and time off",661,0,0.0
2021-08-01,422,10,"Scheduling and availability
Scheduling hours and time off",661,1,0.002369668246445498
2021-09-01,669,10,"Scheduling and availability
Scheduling hours and time off",661,3,0.004484304932735426
2021-10-01,2962,10,"Scheduling and availability
Scheduling hours and time off",661,12,0.004051316677920324
2021-11-01,5872,10,"Scheduling and availability
Scheduling hours and time off",661,25,0.0042574931880109
2021-12-01,6998,10,"Scheduling and availability
Scheduling hours and time off",661,33,0.00471563303801086
2022-01-01,6485,10,"Scheduling and availability
Scheduling hours and time off",661,29,0.004471858134155744
2022-02-01,3253,10,"Scheduling and availability
Scheduling hours and time off",661,17,0.00522594528127882
2022-03-01,4033,10,"Scheduling and availability
Scheduling hours and time off",661,21,0.005207041904289611
2022-04-01,3996,10,"Scheduling and availability
Scheduling hours and time off",661,30,0.0075075075075075074
2022-05-01,2851,10,"Scheduling and availability
Scheduling hours and time off",661,23,0.008067344791301298
2022-06-01,2821,10,"Scheduling and availability
Scheduling hours and time off",661,21,0.007444168734491315
2022-07-01,3669,10,"Scheduling and availability
Scheduling hours and time off",661,20,0.005451076587626056
2022-08-01,3667,10,"Scheduling and availability
Scheduling hours and time off",661,32,0.00872647941096264
2022-09-01,2547,10,"Scheduling and availability
Scheduling hours and time off",661,23,0.009030231645072634
2022-10-01,2289,10,"Scheduling and availability
Scheduling hours and time off",661,15,0.00655307994757536
2022-11-01,2049,10,"Scheduling and availability
Scheduling hours and time off",661,17,0.008296730112249878
2022-12-01,2276,10,"Scheduling and availability
Scheduling hours and time off",661,21,0.00922671353251318
2023-01-01,2242,10,"Scheduling and availability
Scheduling hours and time off",661,15,0.006690454950936664
2023-02-01,1970,10,"Scheduling and availability
Scheduling hours and time off",661,16,0.008121827411167513
2023-03-01,2059,10,"Scheduling and availability
Scheduling hours and time off",661,14,0.006799417192812044
2023-04-01,1626,10,"Scheduling and availability
Scheduling hours and time off",661,9,0.005535055350553505
2023-05-01,1931,10,"Scheduling and availability
Scheduling hours and time off",661,17,0.008803728638011392
2023-06-01,1311,10,"Scheduling and availability
Scheduling hours and time off",661,9,0.006864988558352402
2023-07-01,2747,10,"Scheduling and availability
Scheduling hours and time off",661,21,0.007644703312704768
2023-08-01,3114,10,"Scheduling and availability
Scheduling hours and time off",661,35,0.01123956326268465
2023-09-01,2070,10,"Scheduling and availability
Scheduling hours and time off",661,15,0.007246376811594203
2023-10-01,1746,10,"Scheduling and availability
Scheduling hours and time off",661,17,0.009736540664375716
2023-11-01,1558,10,"Scheduling and availability
Scheduling hours and time off",661,19,0.012195121951219513
2023-12-01,1548,10,"Scheduling and availability
Scheduling hours and time off",661,12,0.007751937984496124
2024-01-01,1526,10,"Scheduling and availability
Scheduling hours and time off",661,13,0.00851900393184797
2024-02-01,1372,10,"Scheduling and availability
Scheduling hours and time off",661,9,0.006559766763848397
2024-03-01,1313,10,"Scheduling and availability
Scheduling hours and time off",661,7,0.005331302361005331
2024-04-01,1174,10,"Scheduling and availability
Scheduling hours and time off",661,5,0.004258943781942078
2024-05-01,1247,10,"Scheduling and availability
Scheduling hours and time off",661,9,0.007217321571772253
2024-06-01,1192,10,"Scheduling and availability
Scheduling hours and time off",661,11,0.009228187919463088
2024-07-01,1123,10,"Scheduling and availability
Scheduling hours and time off",661,5,0.004452359750667854
2024-08-01,1059,10,"Scheduling and availability
Scheduling hours and time off",661,9,0.0084985835694051
2024-09-01,909,10,"Scheduling and availability
Scheduling hours and time off",661,12,0.013201320132013201
2024-10-01,936,10,"Scheduling and availability
Scheduling hours and time off",661,14,0.014957264957264958
2024-11-01,841,10,"Scheduling and availability
Scheduling hours and time off",661,10,0.011890606420927468
2024-12-01,722,10,"Scheduling and availability
Scheduling hours and time off",661,2,0.002770083102493075
2025-01-01,807,10,"Scheduling and availability
Scheduling hours and time off",661,8,0.009913258983890954
2025-02-01,637,10,"Scheduling and availability
Scheduling hours and time off",661,1,0.0015698587127158557
2021-03-01,255,11,"PTO and unpaid time off
Scheduling hours and time off",655,1,0.00392156862745098
2021-04-01,294,11,"PTO and unpaid time off
Scheduling hours and time off",655,0,0.0
2021-05-01,344,11,"PTO and unpaid time off
Scheduling hours and time off",655,2,0.005813953488372093
2021-06-01,372,11,"PTO and unpaid time off
Scheduling hours and time off",655,0,0.0
2021-07-01,350,11,"PTO and unpaid time off
Scheduling hours and time off",655,2,0.005714285714285714
2021-08-01,422,11,"PTO and unpaid time off
Scheduling hours and time off",655,0,0.0
2021-09-01,669,11,"PTO and unpaid time off
Scheduling hours and time off",655,5,0.007473841554559043
2021-10-01,2962,11,"PTO and unpaid time off
Scheduling hours and time off",655,9,0.003038487508440243
2021-11-01,5872,11,"PTO and unpaid time off
Scheduling hours and time off",655,27,0.004598092643051771
2021-12-01,6998,11,"PTO and unpaid time off
Scheduling hours and time off",655,36,0.005144326950557302
2022-01-01,6485,11,"PTO and unpaid time off
Scheduling hours and time off",655,26,0.0040092521202775636
2022-02-01,3253,11,"PTO and unpaid time off
Scheduling hours and time off",655,12,0.0036889025514909315
2022-03-01,4033,11,"PTO and unpaid time off
Scheduling hours and time off",655,23,0.005702950657079098
2022-04-01,3996,11,"PTO and unpaid time off
Scheduling hours and time off",655,21,0.005255255255255256
2022-05-01,2851,11,"PTO and unpaid time off
Scheduling hours and time off",655,21,0.0073658365485794455
2022-06-01,2821,11,"PTO and unpaid time off
Scheduling hours and time off",655,22,0.0077986529599432825
2022-07-01,3669,11,"PTO and unpaid time off
Scheduling hours and time off",655,17,0.0046334150994821474
2022-08-01,3667,11,"PTO and unpaid time off
Scheduling hours and time off",655,27,0.007362967002999727
2022-09-01,2547,11,"PTO and unpaid time off
Scheduling hours and time off",655,17,0.006674519042010208
2022-10-01,2289,11,"PTO and unpaid time off
Scheduling hours and time off",655,17,0.007426823940585408
2022-11-01,2049,11,"PTO and unpaid time off
Scheduling hours and time off",655,10,0.004880429477794046
2022-12-01,2276,11,"PTO and unpaid time off
Scheduling hours and time off",655,15,0.006590509666080844
2023-01-01,2242,11,"PTO and unpaid time off
Scheduling hours and time off",655,19,0.00847457627118644
2023-02-01,1970,11,"PTO and unpaid time off
Scheduling hours and time off",655,21,0.01065989847715736
2023-03-01,2059,11,"PTO and unpaid time off
Scheduling hours and time off",655,15,0.007285089849441476
2023-04-01,1626,11,"PTO and unpaid time off
Scheduling hours and time off",655,15,0.00922509225092251
2023-05-01,1931,11,"PTO and unpaid time off
Scheduling hours and time off",655,15,0.007767995857068877
2023-06-01,1311,11,"PTO and unpaid time off
Scheduling hours and time off",655,10,0.007627765064836003
2023-07-01,2747,11,"PTO and unpaid time off
Scheduling hours and time off",655,31,0.011285038223516564
2023-08-01,3114,11,"PTO and unpaid time off
Scheduling hours and time off",655,28,0.00899165061014772
2023-09-01,2070,11,"PTO and unpaid time off
Scheduling hours and time off",655,18,0.008695652173913044
2023-10-01,1746,11,"PTO and unpaid time off
Scheduling hours and time off",655,16,0.009163802978235968
2023-11-01,1558,11,"PTO and unpaid time off
Scheduling hours and time off",655,18,0.011553273427471117
2023-12-01,1548,11,"PTO and unpaid time off
Scheduling hours and time off",655,11,0.0071059431524547806
2024-01-01,1526,11,"PTO and unpaid time off
Scheduling hours and time off",655,17,0.011140235910878113
2024-02-01,1372,11,"PTO and unpaid time off
Scheduling hours and time off",655,6,0.004373177842565598
2024-03-01,1313,11,"PTO and unpaid time off
Scheduling hours and time off",655,11,0.008377760853008377
2024-04-01,1174,11,"PTO and unpaid time off
Scheduling hours and time off",655,7,0.00596252129471891
2024-05-01,1247,11,"PTO and unpaid time off
Scheduling hours and time off",655,18,0.014434643143544507
2024-06-01,1192,11,"PTO and unpaid time off
Scheduling hours and time off",655,10,0.008389261744966443
2024-07-01,1123,11,"PTO and unpaid time off
Scheduling hours and time off",655,7,0.006233303650934996
2024-08-01,1059,11,"PTO and unpaid time off
Scheduling hours and time off",655,13,0.012275731822474031
2024-09-01,909,11,"PTO and unpaid time off
Scheduling hours and time off",655,6,0.006600660066006601
2024-10-01,936,11,"PTO and unpaid time off
Scheduling hours and time off",655,5,0.005341880341880342
2024-11-01,841,11,"PTO and unpaid time off
Scheduling hours and time off",655,7,0.008323424494649227
2024-12-01,722,11,"PTO and unpaid time off
Scheduling hours and time off",655,7,0.009695290858725761
2025-01-01,807,11,"PTO and unpaid time off
Scheduling hours and time off",655,9,0.011152416356877323
2025-02-01,637,11,"PTO and unpaid time off
Scheduling hours and time off",655,5,0.007849293563579277
