month,candidate_theme,post_count,total_posts,mapped_posts,share_all_posts,share_mapped_posts,three_month_share_all_posts
2023-07-01,Service work and tips,33,2747,520,0.012013105205678923,0.06346153846153846,0.01203311777665629
2023-07-01,Work arrangements and control,34,2747,520,0.012377138696760102,0.06538461538461539,0.013626371081473958
2023-07-01,Workplace authority and interpersonal conflict,38,2747,520,0.01383327266108482,0.07307692307692308,0.015797744796662037
2023-08-01,Career precarity and exit,99,3114,660,0.031791907514450865,0.15,0.030291045408069043
2023-08-01,Collective worker power and rights,20,3114,660,0.006422607578676943,0.030303030303030304,0.006178065091565556
2023-08-01,Compensation and pay rights,123,3114,660,0.0394990366088632,0.18636363636363637,0.03765589261648707
2023-08-01,Health safety and attendance,75,3114,660,0.024084778420038536,0.11363636363636363,0.02372220637604255
2023-08-01,Recruitment and labor market,89,3114,660,0.028580603725112397,0.13484848484848486,0.02760573245215359
2023-08-01,Scheduling hours and time off,114,3114,660,0.036608863198458574,0.17272727272727273,0.03354668935965647
2023-08-01,Service work and tips,37,3114,660,0.011881824020552344,0.05606060606060606,0.01166868011244746
2023-08-01,Work arrangements and control,46,3114,660,0.014771997430956968,0.0696969696969697,0.012914446342089264
2023-08-01,Workplace authority and interpersonal conflict,57,3114,660,0.018304431599229287,0.08636363636363636,0.015865547152793914
2023-09-01,Career precarity and exit,59,2070,408,0.028502415458937197,0.14460784313725492,0.02849826038784566
