month,candidate_theme,post_count,total_posts,mapped_posts,share_all_posts,share_mapped_posts,three_month_share_all_posts
2023-09-01,Collective worker power and rights,10,2070,408,0.004830917874396135,0.024509803921568627,0.004705737961257272
2023-09-01,Compensation and pay rights,82,2070,408,0.03961352657004831,0.20098039215686275,0.03534374480915989
2023-09-01,Health safety and attendance,53,2070,408,0.025603864734299518,0.12990196078431374,0.023244820723076414
2023-09-01,Recruitment and labor market,55,2070,408,0.026570048309178744,0.13480392156862744,0.028883741590659092
2023-09-01,Scheduling hours and time off,70,2070,408,0.033816425120772944,0.1715686274509804,0.03359346189487939
2023-09-01,Service work and tips,23,2070,408,0.011111111111111112,0.056372549019607844,0.010528000141253227
2023-09-01,Work arrangements and control,24,2070,408,0.011594202898550725,0.058823529411764705,0.014134285180473544
2023-09-01,Workplace authority and interpersonal conflict,32,2070,408,0.015458937198067632,0.0784313725490196,0.017172745689209703
2023-10-01,Career precarity and exit,44,1746,313,0.025200458190148912,0.14057507987220447,0.024747342136344923
2023-10-01,Collective worker power and rights,5,1746,313,0.0028636884306987398,0.01597444089456869,0.0038485658158617492
2023-10-01,Compensation and pay rights,47,1746,313,0.026918671248568157,0.1501597444089457,0.03223302614493035
2023-10-01,Health safety and attendance,35,1746,313,0.02004581901489118,0.11182108626198083,0.02377454156637551
2023-10-01,Recruitment and labor market,55,1746,313,0.03150057273768614,0.1757188498402556,0.02513351039602385
2023-10-01,Scheduling hours and time off,53,1746,313,0.030355097365406643,0.16932907348242812,0.034441427478277234
2023-10-01,Service work and tips,15,1746,313,0.00859106529209622,0.04792332268370607,0.011702180324389607
2023-10-01,Work arrangements and control,28,1746,313,0.016036655211912942,0.08945686900958466,0.014772973242640647
2023-10-01,Workplace authority and interpersonal conflict,31,1746,313,0.017754868270332187,0.09904153354632587,0.015992107171537637
2023-11-01,Career precarity and exit,32,1558,286,0.02053915275994865,0.11188811188811189,0.022998474967861976
2023-11-01,Collective worker power and rights,6,1558,286,0.0038510911424903724,0.02097902097902098,0.003530249521812391
2023-11-01,Compensation and pay rights,47,1558,286,0.030166880616174584,0.16433566433566432,0.0321637455397549
2023-11-01,Health safety and attendance,40,1558,286,0.025673940949935817,0.13986013986013987,0.024068516026174033
2023-11-01,Recruitment and labor market,27,1558,286,0.017329910141206675,0.0944055944055944,0.021875449503989248
2023-11-01,Scheduling hours and time off,61,1558,286,0.03915275994865212,0.21328671328671328,0.03350520308401442
2023-11-01,Service work and tips,24,1558,286,0.01540436456996149,0.08391608391608392,0.011659114002253517
2023-11-01,Work arrangements and control,26,1558,286,0.01668806161745828,0.09090909090909091,0.014784207935371801
2023-11-01,Workplace authority and interpersonal conflict,23,1558,286,0.014762516046213094,0.08041958041958042,0.01816040286865032
2023-12-01,Career precarity and exit,36,1548,287,0.023255813953488372,0.1254355400696864,0.02442794215917538
2023-12-01,Collective worker power and rights,6,1548,287,0.003875968992248062,0.020905923344947737,0.003667866702842038
2023-12-01,Compensation and pay rights,61,1548,287,0.03940568475452196,0.21254355400696864,0.03629701501871624
2023-12-01,Health safety and attendance,41,1548,287,0.02648578811369509,0.14285714285714285,0.03136648024270441
2023-12-01,Recruitment and labor market,26,1548,287,0.016795865633074936,0.09059233449477352,0.018365210535507586
2023-12-01,Scheduling hours and time off,48,1548,287,0.031007751937984496,0.1672473867595819,0.03256114922215104
2023-12-01,Service work and tips,17,1548,287,0.010981912144702842,0.059233449477351915,0.013382581534857529
2023-12-01,Work arrangements and control,18,1548,287,0.011627906976744186,0.0627177700348432,0.015991736145642848
2023-12-01,Workplace authority and interpersonal conflict,34,1548,287,0.021963824289405683,0.11846689895470383,0.019232065389286644
2024-01-01,Career precarity and exit,45,1526,331,0.02948885976408912,0.13595166163141995,0.027299730889338267
2024-01-01,Collective worker power and rights,5,1526,331,0.00327653997378768,0.015105740181268883,0.0028700783045192027
2024-01-01,Compensation and pay rights,60,1526,331,0.039318479685452164,0.18126888217522658,0.0386320587005939
2024-01-01,Health safety and attendance,64,1526,331,0.04193971166448231,0.1933534743202417,0.031311901286603355
2024-01-01,Recruitment and labor market,32,1526,331,0.020969855832241154,0.09667673716012085,0.022063792480664157
2024-01-01,Scheduling hours and time off,42,1526,331,0.027522935779816515,0.1268882175226586,0.026312950327702377
2024-01-01,Service work and tips,21,1526,331,0.013761467889908258,0.0634441087613293,0.010920290915327119
2024-01-01,Work arrangements and control,30,1526,331,0.019659239842726082,0.09063444108761329,0.016502907054497865
2024-01-01,Workplace authority and interpersonal conflict,32,1526,331,0.020969855832241154,0.09667673716012085,0.02159985644482494
2024-02-01,Career precarity and exit,40,1372,261,0.029154518950437316,0.1532567049808429,0.02894103992185154
2024-02-01,Collective worker power and rights,2,1372,261,0.0014577259475218659,0.007662835249042145,0.0033551894274382924
2024-02-01,Compensation and pay rights,51,1372,261,0.03717201166180758,0.19540229885057472,0.03717492133509826
2024-02-01,Health safety and attendance,35,1372,261,0.025510204081632654,0.13409961685823754,0.028576222232711085
2024-02-01,Recruitment and labor market,39,1372,261,0.028425655976676383,0.14942528735632185,0.024589059914980633
2024-02-01,Scheduling hours and time off,28,1372,261,0.02040816326530612,0.10727969348659004,0.027147380819052047
2024-02-01,Service work and tips,11,1372,261,0.008017492711370262,0.0421455938697318,0.011067726648763316
2024-02-01,Work arrangements and control,25,1372,261,0.018221574344023325,0.09578544061302682,0.015673396554252848
2024-02-01,Workplace authority and interpersonal conflict,30,1372,261,0.021865889212827987,0.11494252873563218,0.022910214075698345
2024-03-01,Career precarity and exit,37,1313,251,0.02817974105102818,0.14741035856573706,0.027061448393447044
2024-03-01,Collective worker power and rights,7,1313,251,0.005331302361005331,0.027888446215139442,0.003398727778026953
2024-03-01,Compensation and pay rights,46,1313,251,0.035034272658035034,0.18326693227091634,0.03485808568753413
2024-03-01,Health safety and attendance,24,1313,251,0.01827875095201828,0.09561752988047809,0.02169455798112045
2024-03-01,Recruitment and labor market,32,1313,251,0.024371667936024372,0.12749003984063745,0.0258330659493216
2024-03-01,Scheduling hours and time off,44,1313,251,0.03351104341203351,0.1752988047808765,0.026490956456330695
2024-03-01,Service work and tips,15,1313,251,0.011424219345011425,0.05976095617529881,0.007048429856386173
2024-03-01,Work arrangements and control,12,1313,251,0.00913937547600914,0.04780876494023904,0.012243542046768344
2024-03-01,Workplace authority and interpersonal conflict,34,1313,251,0.025894897182025894,0.13545816733067728,0.024438149695502117
2024-04-01,Career precarity and exit,28,1174,197,0.02385008517887564,0.14213197969543148,0.023491364156292452
2024-04-01,Collective worker power and rights,4,1174,197,0.0034071550255536627,0.02030456852791878,0.003982051954300739
2024-04-01,Compensation and pay rights,38,1174,197,0.03236797274275979,0.19289340101522842,0.03315974338807569
2024-04-01,Health safety and attendance,25,1174,197,0.02129471890971039,0.12690355329949238,0.019071937160538805
2024-04-01,Recruitment and labor market,29,1174,197,0.024701873935264053,0.14720812182741116,0.026248250925821077
2024-04-01,Scheduling hours and time off,30,1174,197,0.02555366269165247,0.15228426395939088,0.03332095389235403
2024-04-01,Service work and tips,2,1174,197,0.0017035775127768314,0.01015228426395939,0.010256712825891997
2024-04-01,Work arrangements and control,11,1174,197,0.009369676320272573,0.05583756345177665,0.010713923440246804
2024-04-01,Workplace authority and interpersonal conflict,30,1174,197,0.02555366269165247,0.15228426395939088,0.02703992359328439
2024-05-01,Career precarity and exit,23,1247,253,0.018444266238973536,0.09090909090909091,0.022207736826083953
2024-05-01,Collective worker power and rights,4,1247,253,0.0032076984763432237,0.015810276679841896,0.004162445574457799
2024-05-01,Compensation and pay rights,40,1247,253,0.03207698476343224,0.15810276679841898,0.03294697688685148
2024-05-01,Health safety and attendance,22,1247,253,0.01764234161988773,0.08695652173913043,0.018292219281678127
2024-05-01,Recruitment and labor market,37,1247,253,0.02967121090617482,0.14624505928853754,0.026233981300613853
2024-05-01,Scheduling hours and time off,51,1247,253,0.0408981555733761,0.2015810276679842,0.03361593047313033
2024-05-01,Service work and tips,22,1247,253,0.01764234161988773,0.08695652173913043,0.008685776176212573
2024-05-01,Work arrangements and control,17,1247,253,0.0136327185244587,0.06719367588932806,0.011302811704395883
2024-05-01,Workplace authority and interpersonal conflict,37,1247,253,0.02967121090617482,0.14624505928853754,0.02316220618809008
2024-06-01,Career precarity and exit,29,1192,204,0.024328859060402684,0.14215686274509803,0.0204910120840604
2024-06-01,Collective worker power and rights,7,1192,204,0.00587248322147651,0.03431372549019608,0.004214023166118006
2024-06-01,Compensation and pay rights,41,1192,204,0.034395973154362415,0.20098039215686275,0.03106237214060059
2024-06-01,Health safety and attendance,19,1192,204,0.015939597315436243,0.09313725490196079,0.018317755246176563
2024-06-01,Recruitment and labor market,29,1192,204,0.024328859060402684,0.14215686274509803,0.025123798923261064
2024-06-01,Scheduling hours and time off,41,1192,204,0.034395973154362415,0.20098039215686275,0.0366741782609826
2024-06-01,Service work and tips,8,1192,204,0.006711409395973154,0.0392156862745098,0.011976628789199103
2024-06-01,Work arrangements and control,13,1192,204,0.010906040268456376,0.06372549019607843,0.010851002114705738
2024-06-01,Workplace authority and interpersonal conflict,17,1192,204,0.014261744966442953,0.08333333333333333,0.021174446258518775
2024-07-01,Career precarity and exit,21,1123,186,0.018699910952804988,0.11290322580645161,0.02567436809694269
2024-07-01,Collective worker power and rights,4,1123,186,0.003561887800534283,0.021505376344086023,0.005662889176049553
2024-07-01,Compensation and pay rights,30,1123,186,0.026714158504007122,0.16129032258064516,0.033590062771864444
2024-07-01,Health safety and attendance,24,1123,186,0.0213713268032057,0.12903225806451613,0.021565082984463902
2024-07-01,Recruitment and labor market,24,1123,186,0.0213713268032057,0.12903225806451613,0.025620552983809025
2024-07-01,Scheduling hours and time off,39,1123,186,0.034728406055209264,0.20967741935483872,0.03248433036919623
2024-07-01,Service work and tips,13,1123,186,0.01157613535173642,0.06989247311827956,0.010502521211150279
2024-07-01,Work arrangements and control,9,1123,186,0.008014247551202136,0.04838709677419355,0.01291677204942347
2024-07-01,Workplace authority and interpersonal conflict,22,1123,186,0.019590382902938557,0.11827956989247312,0.015690715585040926
2024-08-01,Career precarity and exit,36,1059,227,0.0339943342776204,0.15859030837004406,0.0252655184871495
2024-08-01,Collective worker power and rights,8,1059,227,0.007554296506137866,0.03524229074889868,0.00553891145389255
2024-08-01,Compensation and pay rights,42,1059,227,0.039660056657223795,0.18502202643171806,0.03055891513808541
2024-08-01,Health safety and attendance,29,1059,227,0.027384324834749764,0.1277533039647577,0.026152873978328394
2024-08-01,Recruitment and labor market,33,1059,227,0.031161473087818695,0.14537444933920704,0.02521170337401583
2024-08-01,Scheduling hours and time off,30,1059,227,0.028328611898016998,0.13215859030837004,0.030553292746418288
2024-08-01,Service work and tips,14,1059,227,0.013220018885741265,0.06167400881057269,0.013032528126830664
2024-08-01,Work arrangements and control,21,1059,227,0.019830028328611898,0.09251101321585903,0.01441527201127648
2024-08-01,Workplace authority and interpersonal conflict,14,1059,227,0.013220018885741265,0.06167400881057269,0.018637570673234308
2024-09-01,Career precarity and exit,21,909,171,0.0231023102310231,0.12280701754385964,0.026154721958721622
2024-09-01,Collective worker power and rights,5,909,171,0.005500550055005501,0.029239766081871343,0.005063866232631835
2024-09-01,Compensation and pay rights,23,909,171,0.025302530253025302,0.13450292397660818,0.03126958025213431
2024-09-01,Health safety and attendance,27,909,171,0.0297029702970297,0.15789473684210525,0.03149348584164729
2024-09-01,Recruitment and labor market,21,909,171,0.0231023102310231,0.12280701754385964,0.02663493631995581
2024-09-01,Scheduling hours and time off,26,909,171,0.028602860286028604,0.15204678362573099,0.030373168790693267
2024-09-01,Service work and tips,13,909,171,0.014301430143014302,0.07602339181286549,0.011666693835796015
2024-09-01,Work arrangements and control,14,909,171,0.015401540154015401,0.08187134502923976,0.016373485790505397
2024-09-01,Workplace authority and interpersonal conflict,21,909,171,0.0231023102310231,0.12280701754385964,0.015312571244049661
2024-10-01,Career precarity and exit,20,936,169,0.021367521367521368,0.11834319526627218,0.022353994599435555
2024-10-01,Collective worker power and rights,2,936,169,0.002136752136752137,0.011834319526627219,0.003734828039345293
2024-10-01,Compensation and pay rights,27,936,169,0.028846153846153848,0.15976331360946747,0.027165692955770773
2024-10-01,Health safety and attendance,35,936,169,0.03739316239316239,0.20710059171597633,0.030292448510682347
2024-10-01,Recruitment and labor market,24,936,169,0.02564102564102564,0.14201183431952663,0.022589435381844228
2024-10-01,Scheduling hours and time off,32,936,169,0.03418803418803419,0.1893491124260355,0.03163184393685565
2024-10-01,Service work and tips,7,936,169,0.007478632478632479,0.04142011834319527,0.008449081515975008
2024-10-01,Work arrangements and control,13,936,169,0.013888888888888888,0.07692307692307693,0.013727011821277252
2024-10-01,Workplace authority and interpersonal conflict,9,936,169,0.009615384615384616,0.05325443786982249,0.018040262134692387
2024-11-01,Career precarity and exit,19,841,139,0.022592152199762187,0.1366906474820144,0.022963473829907075
2024-11-01,Collective worker power and rights,3,841,139,0.0035671819262782403,0.02158273381294964,0.0023629918714256383
2024-11-01,Compensation and pay rights,23,841,139,0.027348394768133173,0.16546762589928057,0.025656723960995026
2024-11-01,Health safety and attendance,20,841,139,0.023781212841854936,0.14388489208633093,0.03008674927039821
2024-11-01,Recruitment and labor market,16,841,139,0.019024970273483946,0.11510791366906475,0.019967150992740493
2024-11-01,Scheduling hours and time off,27,841,139,0.03210463733650416,0.19424460431654678,0.0336395701019006
2024-11-01,Service work and tips,3,841,139,0.0035671819262782403,0.02158273381294964,0.005066979686216777
2024-11-01,Work arrangements and control,10,841,139,0.011890606420927468,0.07194244604316546,0.015518372859504805
2024-11-01,Workplace authority and interpersonal conflict,18,841,139,0.02140309155766944,0.12949640287769784,0.018188060848081732
2024-12-01,Career precarity and exit,18,722,126,0.024930747922437674,0.14285714285714285,0.0274064355219394
2024-12-01,Collective worker power and rights,1,722,126,0.0013850415512465374,0.007936507936507936,0.003716003447485542
2024-12-01,Compensation and pay rights,15,722,126,0.02077562326869806,0.11904761904761904,0.023889336041190746
2024-12-01,Health safety and attendance,21,722,126,0.029085872576177285,0.16666666666666666,0.028774778162888065
2024-12-01,Recruitment and labor market,11,722,126,0.015235457063711912,0.0873015873015873,0.01678982439533955
2024-12-01,Scheduling hours and time off,25,722,126,0.03462603878116344,0.1984126984126984,0.0329829226051044
2024-12-01,Service work and tips,3,722,126,0.004155124653739612,0.023809523809523808,0.0042263120239877765
2024-12-01,Work arrangements and control,15,722,126,0.02077562326869806,0.11904761904761904,0.018736739925455517
2024-12-01,Workplace authority and interpersonal conflict,17,722,126,0.023545706371191136,0.1349206349206349,0.021591771965547495
2025-01-01,Career precarity and exit,28,807,157,0.03469640644361834,0.17834394904458598,0.02772501168559795
2025-01-01,Collective worker power and rights,5,807,157,0.006195786864931847,0.03184713375796178,0.0025269428053927945
2025-01-01,Compensation and pay rights,19,807,157,0.023543990086741014,0.12101910828025478,0.024715642965680112
2025-01-01,Health safety and attendance,27,807,157,0.03345724907063197,0.17197452229299362,0.034453149392473834
2025-01-01,Recruitment and labor market,13,807,157,0.0161090458488228,0.08280254777070063,0.015681030013231085
2025-01-01,Scheduling hours and time off,26,807,157,0.0322180916976456,0.16560509554140126,0.0285608116771331
2025-01-01,Service work and tips,4,807,157,0.004956629491945477,0.025477707006369428,0.006700255044898694
2025-01-01,Work arrangements and control,19,807,157,0.023543990086741014,0.12101910828025478,0.018959494352388643
2025-01-01,Workplace authority and interpersonal conflict,16,807,157,0.01982651796778191,0.10191082802547771,0.020213556726282486
2025-02-01,Career precarity and exit,15,637,108,0.023547880690737835,0.1388888888888889,0.029122143567178092
2025-02-01,Collective worker power and rights,0,637,108,0.0,0.0,0.0030978934324659233
2025-02-01,Compensation and pay rights,19,637,108,0.029827315541601257,0.17592592592592593,0.026685652814171134
2025-02-01,Health safety and attendance,26,637,108,0.04081632653061224,0.24074074074074073,0.037136787800622115
2025-02-01,Recruitment and labor market,10,637,108,0.015698587127158554,0.09259259259259259,0.01590381648799067
2025-02-01,Scheduling hours and time off,12,637,108,0.018838304552590265,0.1111111111111111,0.02552819812511793
2025-02-01,Service work and tips,7,637,108,0.01098901098901099,0.06481481481481481,0.007972820240478233
2025-02-01,Work arrangements and control,8,637,108,0.012558869701726845,0.07407407407407407,0.01805142989423393
2025-02-01,Workplace authority and interpersonal conflict,11,637,108,0.01726844583987441,0.10185185185185185,0.01854748190382816
